iata,name,city,state,country
TTC,Las Breas Airport,Taltal,Antofagasta,CL
ZAL,Pichoy Airport,Valdivia,Los-Rios,CL
KNA,Vina del mar Airport,Vina Del Mar,Valparaiso,CL
QCJ,Botucatu Airport,Botucatu,São Paulo,BR
OLC,Senadora Eunice Micheles Airport,Sao Paulo De Olivenca,Amazonas,BR
SOD,Sorocaba Airport,Sorocaba,São Paulo,BR
QDC,Dracena Airport,Dracena,São Paulo,BR
JLS,Jales Airport,Jales,São Paulo,BR
QOA,Mococa Airport,Mococa,São Paulo,BR
QGC,Lencois Paulista Airport,Lencois Paulista,São Paulo,BR
QNV,Aeroclube Airport,Nova Iguacu,Rio de Janeiro,BR
OIA,Ourilandia do Norte Airport,Ourilandia Do Norte,Pará,BR
QHB,Piracicaba Airport,Piracicaba,São Paulo,BR
QIQ,Rio Claro Airport,Rio Claro,São Paulo,BR
QVP,Avare-Arandu Airport,Avare,São Paulo,BR
QRZ,Resende Airport,Resende,Rio de Janeiro,BR
QSC,Sao Carlos Airport,Sao Carlos,São Paulo,BR
UBT,Ubatuba Airport,Ubatuba,São Paulo,BR
ITP,Itaperuna Airport,Itaperuna,Rio de Janeiro,BR
QGS,Alagoinhas Airport,Alagoinhas,Bahia,BR
VOT,Votuporanga Airport,Votuporanga,São Paulo,BR
ALT,Alenquer Airport,Alenquer,Pará,BR
QGB,Limeira Airport,Limeira,São Paulo,BR
ATF,Chachoan Airport,Ambato,Tungurahua,EC
OCC,Francisco De Orellana Airport,Coca,Napo,EC
CUE,Mariscal Lamar Airport,Cuenca,Azuay,EC
GPS,Seymour Airport,Baltra,Galapagos,EC
GYE,Simon Bolivar International Airport,Guayaquil,Guayas,EC
IBB,General Villamil Airport,Isabela,Galapagos,EC
JIP,Jipijapa Airport,Jipijapa,Manabi,EC
LTX,Cotopaxi International Airport,Latacunga,Cotopaxi,EC
MRR,Jose Maria Velasco Ibarra Airport,Macara,Loja,EC
MCH,General Manuel Serrano Airport,Machala,El-Oro,EC
MEC,Eloy Alfaro International Airport,Manta,Manabi,EC
LGQ,Nueva Loja Airport,Lago Agrio,Sucumbios,EC
PYO,Putumayo Airport,Puerto Putumayo,Sucumbios,EC
PVO,Reales Tamarindos Airport,Portoviejo,Manabi,EC
UIO,Nuevo Aeropuerto Internacional Mariscal Sucre,Quito,Pichincha,EC
ETR,Coronel Artilleria Victor Larrea Airport,Santa Rosa,El-Oro,EC
SNC,General Ulpiano Paez Airport,Salinas,Santa Elena,EC
SUQ,Sucua Airport,Sucua,Morona-Santiago,EC
PTZ,Rio Amazonas Airport,Shell Mera,Pastaza,EC
SCY,San Cristobal Airport,San Cristobal,Galapagos,EC
BHA,Los Perales Airport,Bahia de Caraquez,Manabi,EC
TSC,Taisha Airport,Taisha,Morona-Santiago,EC
TPN,Tiputini Airport,Tiputini,Orellana,EC
LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Loja,EC
ESM,General Rivadeneira Airport,Tachina,Esmeraldas,EC
TPC,Tarapoa Airport,Tarapoa,Sucumbios,EC
TUA,Teniente Coronel Luis a Mantilla Airport,Tulcan,Carchi,EC
ASU,Silvio Pettirossi International Airport,Asuncion,Central,PY
AYO,Juan De Ayolas Airport,Ayolas,Misiones,PY
BFA,Bahia Negra Airport,Bahia Negra,Alto-Paraguay,PY
CIO,Teniente Col Carmelo Peralta Airport,Concepcion,Concepcion,PY
ENO,Encarnacion Airport,Encarnacion,Itapua,PY
AGT,Guarani International Airport,Ciudad del Este,Alto-Parana,PY
FLM,Filadelfia Airport,Filadelfia,Boqueron,PY
ESG,Dr. Luis Maria Argana International Airport,Mariscal Estigarribia,Boqueron,PY
OLK,Fuerte Olimpo Airport,Fuerte Olimpo,Alto-Paraguay,PY
PIL,Carlos Miguel Gimenez Airport,Pilar,Neembucu,PY
PJC,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Amambay,PY
LVR,Municipal Bom Futuro Airport,Lucas do Rio Verde,Mato Grosso do Sul,BR
FRC,Franca Airport,Franca,São Paulo,BR
LVB,Fazenda da Paz Airport,Santana Do Livramento,Rio Grande do Sul,BR
JUA,Juara Sul Airport,Juara,Mato Grosso do Sul,BR
CFO,Confresa Airport,Confresa,Mato Grosso do Sul,BR
NPR,Novo Progresso Airport,Novo Progresso,Pará,BR
RIG,Rio Grande Airport,Rio Grande,Rio Grande do Sul,BR
ACR,Araracuara Airport,Araracuara,Amazonas,CO
ACD,Alcides Fernandez Airport,Acandi,Choco,CO
HAY,Aguachica Airport,Aguachica,Cesar,CO
AFI,Amalfi Airport,Amalfi,Antioquia,CO
ADN,Andes Airport,Andes,Antioquia,CO
API,Gomez Nino Apiay Air Base,Apiay,Meta,CO
AXM,El Eden Airport,Armenia,Quindio,CO
PUU,Tres De Mayo Airport,Puerto Asis,Putumayo,CO
ELB,Las Flores Airport,El Banco,Magdalena,CO
BGA,Palonegro Airport,Bucaramanga,Santander,CO
BOG,El Dorado International Airport,Bogota,Bogota-D-C-,CO
BAQ,Ernesto Cortissoz International Airport,Barranquilla,Atlantico,CO
BSC,Jose Celestino Mutis Airport,Bahia Solano,Choco,CO
BUN,Gerardo Tobar Lopez Airport,Buenaventura,Valle-del-Cauca,CO
CPB,Capurgana Airport,Capurgana,Choco,CO
CUC,Camilo Daza International Airport,Cucuta,Norte-de-Santander,CO
COG,Mandinga Airport,Condoto,Choco,CO
CTG,Rafael Nunez International Airport,Cartagena,Bolivar,CO
CCO,Carimagua Airport,Puerto Lopez,Meta,CO
CLO,Alfonso Bonilla Aragon International Airport,Cali,Valle-del-Cauca,CO
CIM,Cimitarra Airport,Cimitarra,Santander,CO
RAV,Cravo Norte Airport,Cravo Norte,Arauca,CO
TCO,La Florida Airport,Tumaco,Narino,CO
BHF,Cupica Airport,Bahia Solano,Choco,CO
CUO,Caruru Airport,Caruru,Vaupes,CO
CAQ,Juan H White Airport,Caucasia,Antioquia,CO
CZU,Las Brujas Airport,Corozal,Sucre,CO
EBG,El Bagre Airport,El Bagre,Antioquia,CO
EJA,Yariguies Airport,Barrancabermeja,Santander,CO
FLA,Gustavo Artunduaga Paredes Airport,Florencia,Caqueta,CO
FDA,Fundacion Airport,Fundacion,Magdalena,CO
GIR,Santiago Vila Airport,Girardot,Tolima,CO
CRC,Santa Ana Airport,Cartago,Valle-del-Cauca,CO
GPI,Juan Casiano Airport,Guapi,Cauca,CO
GLJ,Garzon La Jagua Airport,Garzon,Huila,CO
CPL,Chaparral Airport,Chaparral,Tolima,CO
HTZ,Hato Corozal Airport,Hato Corozal,Casanare,CO
IBE,Perales Airport,Ibague,Tolima,CO
IGO,Chigorodo Airport,Chigorodo,Antioquia,CO
IPI,San Luis Airport,Ipiales,Narino,CO
APO,Antonio Roldan Betancourt Airport,Carepa,Antioquia,CO
LQM,Caucaya Airport,Puerto Leguizamo,Putumayo,CO
MCJ,Jorge Isaac Airport,La Mina-Maicao,La Guajira,CO
LPD,La Pedrera Airport,La Pedrera,Amazonas,CO
LET,Alfredo Vasquez Cobo International Airport,Leticia,Amazonas,CO
EOH,Enrique Olaya Herrera Airport,Medellin,Antioquia,CO
MFS,Miraflores Airport,Miraflores,Guaviare,CO
MGN,Baracoa Airport,Magangue,Bolivar,CO
MTB,Montelibano Airport,Montelibano,Cordoba,CO
MMP,San Bernardo Airport,Mompos,Magdalena,CO
MTR,Los Garzones Airport,Monteria,Cordoba,CO
MVP,Fabio Alberto Leon Bentley Airport,Mitu,Vaupes,CO
MZL,La Nubia Airport,Manizales,Caldas,CO
NCI,Necocli Airport,Necocli,Antioquia,CO
NQU,Reyes Murillo Airport,Nuqui,Choco,CO
NVA,Benito Salas Airport,Neiva,Huila,CO
OCV,Aguas Claras Airport,Ocana,Cesar,CO
ORC,Orocue Airport,Orocue,Casanare,CO
OTU,Otu Airport,El Rhin,Antioquia,CO
RON,Juan Jose Rondon Airport,Paipa,Boyaca,CO
PCR,German Olano Airport,Puerto Carreno,Vichada,CO
PDA,Obando Airport,Puerto Inirida,Guainia,CO
PEI,Matecana International Airport,Pereira,Risaralda,CO
PTX,Pitalito Airport,Pitalito,Huila,CO
PLT,Plato Airport,Plato,Magdalena,CO
NAR,Puerto Nare Airport,Armenia,Antioquia,CO
PPN,Guillermo Leon Valencia Airport,Popayan,Cauca,CO
PQE,German Olano Air Base,La Dorada,Cundinamarca,CO
PBE,Puerto Berrio Airport,Puerto Berrio,Antioquia,CO
PSO,Antonio Narino Airport,Pasto,Narino,CO
PVA,El Embrujo Airport,Providencia,San Andres y Providencia,CO
PZA,Paz De Ariporo Airport,Paz De Ariporo,Casanare,CO
MQU,Jose Celestino Mutis Airport,Mariquita,Tolima,CO
MDE,Jose Maria Cordova International Airport,Rionegro,Antioquia,CO
RCH,Almirante Padilla Airport,Riohacha,La Guajira,CO
RVE,Los Colonizadores Airport,Saravena,Arauca,CO
SJE,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Guaviare,CO
SMR,Simon Bolivar International Airport,Santa Marta,Magdalena,CO
SOX,Alberto Lleras Camargo Airport,Sogamoso,Boyaca,CO
ADZ,Gustavo Rojas Pinilla International Airport,San Andres,San Andres y Providencia,CO
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguan,Caqueta,CO
TAU,Tauramena Airport,Tauramena,Casanare,CO
TIB,Tibu Airport,Tibu,Norte-de-Santander,CO
TDA,Trinidad Airport,Trinidad,Casanare,CO
TLU,Tolu Airport,Tolu,Sucre,CO
TME,Gustavo Vargas Airport,Tame,Arauca,CO
TQS,Tres Esquinas Air Base,Tres Esquinas,Caqueta,CO
TRB,Gonzalo Mejia Airport,Turbo,Antioquia,CO
AUC,Santiago Perez Airport,Arauca,Arauca,CO
UIB,El Carano Airport,Quibdo,Choco,CO
ULQ,Farfan Airport,Tulua,Valle-del-Cauca,CO
URR,Urrao Airport,Urrao,Antioquia,CO
VGZ,Villagarzon Airport,Villagarzon,Putumayo,CO
PYA,Velasquez Airport,Velasquez,Boyaca,CO
VUP,Alfonso Lopez Pumarejo Airport,Valledupar,Cesar,CO
VVC,Vanguardia Airport,Villavicencio,Meta,CO
AYG,Yaguara Airport,San Vicente Del Caguan,Caqueta,CO
EYP,El Yopal Airport,El Yopal,Casanare,CO
MHW,Monteagudo Airport,El Banado,Chuquisaca,BO
SRE,Alcantarí International Airport,Yamparáez (Sucre),Chuquisaca,BO
APB,Apolo Airport,Apolo,La Paz,BO
ASC,Ascencion De Guarayos Airport,Ascension de Guarayos,Santa Cruz,BO
BVL,Baures Airport,Baures,El-Beni,BO
BJO,Bermejo Airport,Bermejo,Tarija,BO
CAM,Camiri Airport,Camiri,Santa Cruz,BO
CBB,Jorge Wilsterman International Airport,Cochabamba,Cochabamba,BO
CIJ,Capitan Anibal Arab Airport,Cobija,Pando,BO
CEP,Concepcion Airport,Concepcion,Santa Cruz,BO
SRZ,El Trompillo Airport,Santa Cruz,Santa Cruz,BO
GYA,Capitan de Av. Emilio Beltran Airport,Guayaramerin,Rondônia,BO
BVK,Huacaraje Airport,Itenes,El-Beni,BO
SJS,San Jose De Chiquitos Airport,San Jose de Chiquitos,Santa Cruz,BO
SJB,San Joaquin Airport,San Joaquin,El-Beni,BO
SJV,San Javier Airport,San Javier,Santa Cruz,BO
LPB,El Alto International Airport,La Paz / El Alto,La Paz,BO
MGD,Magdalena Airport,Magdalena,El-Beni,BO
ORU,Juan Mendoza Airport,Oruro,Oruro,BO
POI,Capitan Nicolas Rojas Airport,Potosi,Potosi,BO
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Pando,BO
PSZ,Capitan Av. Salvador Ogaya G. airport,Puerto Suarez,Santa Cruz,BO
SRD,San Ramon Airport,San Ramon / Mamore,El-Beni,BO
RBO,Robore Airport,Robore,Santa Cruz,BO
RIB,Capitan Av. Selin Zeitun Lopez Airport,Riberalta,El-Beni,BO
RBQ,Rurenabaque Airport,Rurenabaque,El-Beni,BO
REY,Reyes Airport,Reyes,El-Beni,BO
SBL,Santa Ana Del Yacuma Airport,Santa Ana del Yacuma,El-Beni,BO
SRJ,Capitan Av. German Quiroga G. Airport,San Borja,El-Beni,BO
SNG,Capitan Av. Juan Cochamanidis S. Airport,San Ignacio de Velasco,Santa Cruz,BO
SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos,El-Beni,BO
SRB,Santa Rosa De Yacuma Airport,Santa Rosa,El-Beni,BO
MQK,San Matias Airport,San Matias,Santa Cruz,BO
TJA,Capitan Oriel Lea Plaza Airport,Tarija,Tarija,BO
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,El-Beni,BO
UYU,Uyuni Airport,Quijarro,Potosi,BO
VAH,Capitan Av. Vidal Villagomez Toledo Airport,Vallegrande,Santa Cruz,BO
VLM,Teniente Coronel Rafael Pabon Airport,Villamontes,Tarija,BO
VVI,Viru Viru International Airport,Santa Cruz,Santa Cruz,BO
BYC,Yacuiba Airport,Yacuiba,Tarija,BO
ABN,Albina Airport,Albina,Marowijne,SR
BTO,Botopasi Airport,Botopasi,Sipaliwini,SR
AAJ,Cayana Airstrip,Awaradam,Sipaliwini,SR
TOT,Totness Airport,Totness,Coronie,SR
DRJ,Drietabbetje Airport,Drietabbetje,Sipaliwini,SR
DOE,Djumu-Djomoe Airport,Djumu-Djomoe,Sipaliwini,SR
LDO,Ladouanie Airport,Aurora,Sipaliwini,SR
PBM,Johan Adolf Pengel International Airport,Zandery,Pará,SR
MOJ,Moengo Airstrip,Moengo,Marowijne,SR
ICK,Nieuw Nickerie Airport,Nieuw Nickerie,Nickerie,SR
OEM,Vincent Fayks Airport,Paloemeu,Sipaliwini,SR
SMZ,Stoelmanseiland Airport,Stoelmanseiland,Sipaliwini,SR
KCB,Tepoe Airstrip,Kasikasima,Sipaliwini,SR
AGI,Wageningen Airport Airport,Wageningen Airport,Nickerie,SR
WSO,Washabo Airport,Washabo,Sipaliwini,SR
ORG,Zorg en Hoop Airport,Paramaribo,Paramaribo,SR
APQ,Arapiraca Airport,Arapiraca,Alagoas,BR
AMJ,Cirilo Queiroz Airport,Almenara,Minas Gerais,BR
BDC,Barra do Corda Airport,Barra Do Corda,Maranhão,BR
BVM,Belmonte Airport,Belmonte,Bahia,BR
BRA,Barreiras Airport,Barreiras,Bahia,BR
BSS,Balsas Airport,Balsas,Maranhão,BR
BMS,Socrates Mariani Bittencourt Airport,Brumado,Bahia,BR
BQQ,Barra Airport,Barra,Bahia,BR
CTP,Carutapera Airport,Carutapera,Maranhão,BR
CPU,Cururupu Airport,Cururupu,Maranhão,BR
QCH,Colatina Airport,Colatina,Espírito Santo,BR
RDC,Redencao Airport,Redencao,Pará,BR
LEP,Leopoldina Airport,Leopoldina,Minas Gerais,BR
DTI,Diamantina Airport,Diamantina,Minas Gerais,BR
DIQ,Divinopolis Airport,Divinopolis,Minas Gerais,BR
CNV,Canavieiras Airport,Canavieiras,Bahia,BR
SXX,Sao Felix do Xingu Airport,Sao Felix Do Xingu,Pará,BR
GUZ,Guarapari Airport,Guarapari,Espírito Santo,BR
GDP,Guadalupe Airport,Guadalupe,Piauí,BR
GNM,Guanambi Airport,Guanambi,Bahia,BR
GMS,Fazenda Canada Airport,Uberlandia,Minas Gerais,BR
QGP,Garanhuns Airport,Garanhuns,Pernambuco,BR
IRE,Irece Airport,Irece,Bahia,BR
QIG,Iguatu Airport,Iguatu,Ceará,BR
QIT,Itapetinga Airport,Itapetinga,Bahia,BR
IPU,Ipiau Airport,Ipiau,Bahia,BR
JCM,Jacobina Airport,Jacobina,Bahia,BR
FEC,Joao Durval Carneiro Airport,Feira De Santana,Bahia,BR
JEQ,Jequie Airport,Jequie,Bahia,BR
JNA,Januaria Airport,Januaria,Minas Gerais,BR
JDR,Prefeito Octavio de Almeida Neves Airport,Sao Joao Del Rei,Minas Gerais,BR
CMP,Santana do Araguaia Airport,Santana Do Araguaia,Pará,BR
QDF,Conselheiro Lafaiete Airport,Conselheiro Lafaiete,Minas Gerais,BR
CDI,Cachoeiro do Itapemirim Airport,Cachoeiro Do Itapemirim,Espírito Santo,BR
QCP,Currais Novos Airport,Currais Novos,Rio Grande do Norte,BR
SSO,Sao Lourenco Airport,Sao Lourenco,Minas Gerais,BR
MTE,Monte Alegre Airport,Monte Alegre,Pará,BR
MVS,Mucuri Airport,Mucuri,Bahia,BR
SBJ,Sao Mateus Airport,Sao Mateus,Espírito Santo,BR
PTQ,Porto de Moz Airport,Porto De Moz,Pará,BR
NNU,Nanuque Airport,Nanuque,Minas Gerais,BR
QBX,Sobral Airport,Sobral,Ceará,BR
PSW,Municipal Jose Figueiredo Airport,Passos,Minas Gerais,BR
FEJ,Novo Aerodromo de Feijó Airport,Feijó,Distrito Federal,BR
ORX,Oriximina Airport,Oriximina,Pará,BR
PCS,Picos Airport,Picos,Piauí,BR
POJ,Patos de Minas Airport,Patos De Minas,Minas Gerais,BR
PIV,Pirapora Airport,Pirapora,Minas Gerais,BR
FLB,Cangapara Airport,Floriano,Piauí,BR
PDF,Prado Airport,Prado,Bahia,BR
CAU,Caruaru Airport,Caruaru,Pernambuco,BR
SFK,Soure Airport,Soure,Pará,BR
TXF,Teixeira de Freitas Airport,Teixeira De Freitas,Bahia,BR
OBI,Obidos Airport,Obidos,Pará,BR
TFL,Juscelino Kubitscheck Airport,Teofilo Otoni,Minas Gerais,BR
VAL,Valenca Airport,Valenca,Bahia,BR
QID,Melio Viana Airport,Tres Coracoes,Minas Gerais,BR
BVS,Breves Airport,Breves,Pará,BR
CMC,Camocim Airport,Camocim,Ceará,BR
QXC,Fazenda Sao Braz Airport,Barra De Santo Antonio,Alagoas,BR
GGF,Almeirim Airport,Almeirim,Pará,BR
PHI,Pinheiro Airport,Pinheiro,Maranhão,BR
ITI,Agropecuaria Castanhais Airport,Cumaru Do Norte,Pará,BR
PPY,Pouso Alegre Airport,Pouso Alegre,Minas Gerais,BR
ITE,Itubera Airport,Itubera,Bahia,BR
CAY,Cayenne-Rochambeau Airport,Cayenne / Rochambeau,Guyane,GF
GSI,Grand-Santi Airport,Grand-Santi,Guyane,GF
MPY,Maripasoula Airport,Maripasoula,Guyane,GF
OXP,Saint-Georges-de-l'Oyapock Airport,Saint-Georges-de-l'Oyapock Airport,Guyane,GF
LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,Guyane,GF
REI,Regina Airport,Regina,Guyane,GF
XAU,Saul Airport,Saul,Guyane,GF
APE,San Juan Aposento Airport,San Juan Aposento,Ica,PE
ALD,Alerta Airport,Fortaleza,Madre-de-Dios,PE
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Loreto,PE
ATG,Teniente General Gerardo Perez Pinedo Airport,Atalaya,Junin,PE
MBP,Moyobamba Airport,Moyobamba,San Martin,PE
BLP,Huallaga Airport,Bellavista,San Martin,PE
IBP,Iberia Airport,Iberia,Madre-de-Dios,PE
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Ucayali,PE
TDP,Trompeteros Airport,Corrientes,Loreto,PE
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Apurimac,PE
TGI,Tingo Maria Airport,Tingo Maria,Huanuco,PE
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Lambayeque,PE
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Ayacucho,PE
ANS,Andahuaylas Airport,Andahuaylas,Apurimac,PE
ATA,Comandante FAP German Arias Graziani Airport,Anta,Ancash,PE
UMI,Quince Air Base,Quince Mil,Cusco,PE
UCZ,Uchiza Airport,Uchiza,Huanuco,PE
RIJ,Juan Simons Vela Airport,Rioja,San Martin,PE
LIM,Jorge Chavez International Airport,Lima,Callao,PE
JAE,Shumba Airport,Jaen,Cajamarca,PE
JJI,Juanjui Airport,Juanjui,San Martin,PE
JAU,Francisco Carle Airport,Jauja,Junin,PE
JUL,Inca Manco Capac International Airport,Juliaca,Puno,PE
SJA,San Juan de Marcona Airport,San Juan de Marcona,Ica,PE
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Cajamarca,PE
RIM,San Nicolas Airport,Rodriguez de Mendoza,Amazonas,PE
ILQ,Ilo Airport,Ilo,Moquegua,PE
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Tumbes,PE
MZA,Manuel Prado Ugarteche Airport,Mazamari,Junin,PE
SMG,Santa Maria Airport,Santa Maria,Lima-region,PE
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,Loreto,PE
HUU,Alferez Fap David Figueroa Fernandini Airport,Huanuco,Huanuco,PE
CHH,Chachapoyas Airport,Chachapoyas,Amazonas,PE
REQ,Requena Airport,Requena,Loreto,PE
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Loreto,PE
AQP,Rodriguez Ballon International Airport,Arequipa,Arequipa,PE
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,La Libertad,PE
PIO,Capitan FAP Renan Elias Olivera International Airport,Pisco,Ica,PE
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,San Martin,PE
SYC,Shiringayoc Airport,Shiringayoc,Madre-de-Dios,PE
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Tacna,PE
PEM,Padre Aldamiz International Airport,Puerto Maldonado,Madre-de-Dios,PE
PIU,Capitan FAP Guillermo Concha Iberico International Airport,Piura,Piura,PE
CUZ,Alejandro Velasco Astete International Airport,Cusco,Cusco,PE
APU,Apucarana Airport,Apucarana,Paraná,BR
BGV,Aeroclube de Bento Goncalves Airport,Bento Goncalves,Rio Grande do Sul,BR
BNU,Blumenau Airport,Blumenau,Santa Catarina,BR
CCI,Concordia Airport,Concordia,Santa Catarina,BR
CSS,Cassilandia Airport,Cassilandia,Mato-Grosso-do-Sul,BR
QCN,Canela Airport,Canela,Rio Grande do Sul,BR
CKO,Cornelio Procopio Airport,Cornelio Procopio,Paraná,BR
GGH,Cianorte Airport,Cianorte,Paraná,BR
DOU,Dourados Airport,Dourados,Mato-Grosso-do-Sul,BR
ERM,Erechim Airport,Erechim,Rio Grande do Sul,BR
FBE,Francisco Beltrao Airport,Francisco Beltrao,Paraná,BR
QGA,Guaira Airport,Guaira,Canindeyu,BR
HRZ,Horizontina Airport,Horizontina,Rio Grande do Sul,BR
IJU,Ijui Airport,Ijui,Rio Grande do Sul,BR
ITQ,Itaqui Airport,Itaqui,Rio Grande do Sul,BR
JCB,Santa Terezinha Airport,Joacaba,Mato Grosso do Sul,BR
CBW,Campo Mourao Airport,Campo Mourao,Paraná,BR
QDB,Cachoeira do Sul Airport,Cachoeira Do Sul,Rio Grande do Sul,BR
QCR,Curitibanos Airport,Curitibanos,Santa Catarina,BR
OAL,Cacoal Airport,Cacoal,Rondônia,BR
LOI,Helmuth Baungarten Airport,Lontras,Santa Catarina,BR
ALQ,Alegrete Novo Airport,Alegrete,Rio Grande do Sul,BR
QMF,Mafra Airport,Mafra,Santa Catarina,BR
QGF,Montenegro Airport,Montenegro,Rio Grande do Sul,BR
QHV,Novo Hamburgo Airport,Novo Hamburgo,Rio Grande do Sul,BR
SQX,Sao Miguel do Oeste Airport,Sao Miguel Do Oeste,Santa Catarina,BR
APX,Arapongas Airport,Arapongas,Paraná,BR
AIR,Aripuanã Airport,Aripuanã,Minas Gerais,BR
PTO,Pato Branco Airport,Pato Branco,Paraná,BR
PNG,Paranagua Airport,Paranagua,Paraná,BR
PVI,Paranavai Airport,Paranavai,Paraná,BR
PBB,Paranaiba Airport,Paranaiba,Mato-Grosso-do-Sul,BR
QAC,Castro Airport,Castro,Paraná,BR
SQY,Sao Lourenco do Sul Airport,Sao Lourenco Do Sul,Rio Grande do Sul,BR
QOJ,Sao Borja Airport,Sao Borja,Rio Grande do Sul,BR
CSU,Santa Cruz do Sul Airport,Santa Cruz Do Sul,Rio Grande do Sul,BR
UMU,Umuarama Airport,Umuarama,Paraná,BR
QVB,Uniao da Vitoria Airport,Uniao Da Vitoria,Santa Catarina,BR
VIA,Videira Airport,Videira,Santa Catarina,BR
CTQ,Santa Vitoria do Palmar Airport,Santa Vitoria Do Palmar,Rio Grande do Sul,BR
AXE,Xanxere Airport,Xanxere,Santa Catarina,BR
AAG,Arapoti Airport,Arapoti,Paraná,BR
SRA,Santa Rosa Airport,Santa Rosa,Rio Grande do Sul,BR
PGZ,Ponta Grossa Airport,Ponta Grossa,Paraná,BR
ATI,Artigas International Airport,Artigas,Artigas,UY
CYR,Laguna de Los Patos International Airport,Colonia,Colonia,UY
DZO,Santa Bernardina International Airport,Durazno,Durazno,UY
PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Maldonado,UY
MLZ,Cerro Largo International Airport,Melo,Cerro-Largo,UY
MVD,Carrasco International /General C L Berisso Airport,Montevideo,Canelones,UY
PDU,Tydeo Larre Borges Airport,Paysandu,Paysandu,UY
RVY,Presidente General Don Oscar D. Gestido International Airport,Rivera,Rivera,UY
STY,Nueva Hesperides International Airport,Salto,Salto,UY
TAW,Tacuarembo Airport,Tacuarembo,Tacuarembo,UY
TYT,Treinta y Tres Airport,Treinta y Tres,Treinta-y-Tres,UY
VCH,Vichadero Airport,Vichadero,Rivera,UY
AGV,Oswaldo Guevara Mujica Airport,Acarigua,Portuguesa,VE
AAO,Anaco Airport,Anaco,Anzoategui,VE
LPJ,Armando Schwarck Airport,Guayabal,Bolivar,VE
BLA,General Jose Antonio Anzoategui International Airport,Barcelona,Anzoategui,VE
BNS,Barinas Airport,Barinas,Barinas,VE
BRM,Barquisimeto International Airport,Barquisimeto,Lara,VE
MYC,Escuela Mariscal Sucre Airport,Maracay,Aragua,VE
CUV,Casigua El Cubo Airport,Casigua El Cubo,Zulia,VE
CLZ,Calabozo Airport,Guarico,Guarico,VE
CAJ,Canaima Airport,Canaima,Bolivar,VE
VCR,Carora Airport,Carora,Lara,VE
CUP,General Francisco Bermudez Airport,Carupano,Sucre,VE
CZE,Jose Leonardo Chirinos Airport,Coro,Falcon,VE
EOR,El Dorado Airport,Bolivar,Bolivar,VE
GUQ,Guanare Airport,Guanare,Portuguesa,VE
ICC,Andres Miguel Salazar Marcano Airport,Isla de Coche,Nueva-Esparta,VE
LSP,Josefa Camejo International Airport,Paraguana,Falcon,VE
MAR,La Chinita International Airport,Maracaibo,Zulia,VE
MRD,Alberto Carnevalli Airport,Merida,Merida,VE
PMV,Del Caribe Santiago Marino International Airport,Isla Margarita,Nueva-Esparta,VE
CCS,Maiquetia (Simon Bolivar Internacional) Airport,Caracas,Vargas,VE
CBS,Oro Negro Airport,Cabimas,Zulia,VE
PBL,General Bartolome Salom International Airport,,Carabobo,VE
PDZ,Pedernales Airport,,Delta-Amacuro,VE
SCI,Paramillo Airport,,Tachira,VE
PZO,General Manuel Carlos Piar International Airport,Puerto Ordaz-Ciudad Guayana,Bolivar,VE
PTM,Palmarito Airport,Palmarito,Apure,VE
LRV,Gran Roque Airport,Los Roques,Dependencias-Federales,VE
SBB,Santa Barbara de Barinas Airport,Santa Barbara,Barinas,VE
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,Tachira,VE
SNF,Sub Teniente Nestor Arias Airport,San Felipe,Yaracuy,VE
SFD,San Fernando De Apure Airport,Inglaterra,Apure,VE
